www.w3.org/2000/01/-schema# is AnnotationProperty.
CHEBI_180501 is Class.
CHEBI_180682 is Class.
CHEBI_180682 SubClassOf CHEBI_35693.
CHEBI_180697 is Class.
CHEBI_180697 SubClassOf CHEBI_36851.
CHEBI_180730 is Class.
CHEBI_180730 SubClassOf CHEBI_26848.
CHEBI_180750 is Class.
CHEBI_180750 SubClassOf CHEBI_36820.
CHEBI_180753 is Class.
CHEBI_180753 SubClassOf CHEBI_48901.
CHEBI_180904 is Class.
CHEBI_180904 SubClassOf CHEBI_180905,.
CHEBI_180904 SubClassOf RO_0000087 some CHEBI_35674,.
CHEBI_180904 SubClassOf RO_0000087 some CHEBI_38215,.
is_enantiomer_of some CHEBI_135777 is chebi#.
CHEBI_180905 is Class.
CHEBI_180921 is Class.
CHEBI_180921 SubClassOf CHEBI_36850.
CHEBI_180929 is Class.
CHEBI_180929 SubClassOf CHEBI_36850.
CHEBI_180930 is Class.
CHEBI_180930 SubClassOf CHEBI_36851.
CHEBI_180968 is Class.
CHEBI_180968 SubClassOf CHEBI_23219.
CHEBI_181090 is Class.
CHEBI_181090 SubClassOf CHEBI_25961.
CHEBI_18116 is Class.
CHEBI_18127 is Class.
CHEBI_18133 is Class.
CHEBI_18135 is Class.
CHEBI_181442 is Class.
CHEBI_181442 SubClassOf CHEBI_33704.
CHEBI_18148 is Class.
CHEBI_18148 SubClassOf CHEBI_17680.
CHEBI_18152 is Class.
CHEBI_181673 is Class.
CHEBI_181673 SubClassOf CHEBI_37668.
CHEBI_181680 is Class.
CHEBI_181680 SubClassOf CHEBI_47880.
CHEBI_18170 is Class.
CHEBI_181972 is Class.
CHEBI_181972 SubClassOf CHEBI_38835.
CHEBI_1820 is Class.
CHEBI_182001 is Class.
CHEBI_182001 SubClassOf CHEBI_19255.
CHEBI_182002 is Class.
CHEBI_182002 SubClassOf CHEBI_38104.
CHEBI_182007 is Class.
CHEBI_182007 SubClassOf CHEBI_23847,.
has_functional_parent some CHEBI_35911 is chebi#.
CHEBI_182011 is Class.
CHEBI_182011 SubClassOf CHEBI_24315.
CHEBI_182015 is Class.
CHEBI_182015 SubClassOf CHEBI_17517.
CHEBI_182016 is Class.
CHEBI_182016 SubClassOf CHEBI_36078.
CHEBI_182019 is Class.
CHEBI_182019 SubClassOf CHEBI_51245.
CHEBI_182021 is Class.
CHEBI_182021 SubClassOf CHEBI_47779.
CHEBI_182026 is Class.
CHEBI_182026 SubClassOf CHEBI_26394.
CHEBI_182027 is Class.
CHEBI_182027 SubClassOf CHEBI_33704.
CHEBI_18204 is Class.
CHEBI_18204 SubClassOf CHEBI_36885,.
CHEBI_18204 SubClassOf CHEBI_47909,.
CHEBI_18204 SubClassOf CHEBI_51689,.
has_functional_parent some CHEBI_17026 is chebi#.
CHEBI_182048 is Class.
CHEBI_182048 SubClassOf CHEBI_53666.
CHEBI_182049 is Class.
CHEBI_182049 SubClassOf CHEBI_37668.
CHEBI_182057 is Class.
CHEBI_182057 SubClassOf CHEBI_61777.
CHEBI_182061 is Class.
CHEBI_182061 SubClassOf CHEBI_52782.
CHEBI_182068 is Class.
CHEBI_182068 SubClassOf CHEBI_38104.
CHEBI_182072 is Class.
CHEBI_182072 SubClassOf CHEBI_24897.
CHEBI_182074 is Class.
CHEBI_182074 SubClassOf CHEBI_37532.
CHEBI_182076 is Class.
CHEBI_182076 SubClassOf CHEBI_73011.
CHEBI_182082 is Class.
CHEBI_182082 SubClassOf CHEBI_61777.
CHEBI_182083 is Class.
CHEBI_182083 SubClassOf CHEBI_72485.
CHEBI_182086 is Class.
CHEBI_182086 SubClassOf CHEBI_22315.
CHEBI_18209 is Class.
CHEBI_18209 SubClassOf CHEBI_23356,.
CHEBI_18209 SubClassOf CHEBI_35489,.
has_functional_parent some CHEBI_37525, is chebi#.
is_conjugate_acid_of some CHEBI_58411 is chebi#.
CHEBI_182091 is Class.
CHEBI_182091 SubClassOf CHEBI_24689.
CHEBI_182092 is Class.
CHEBI_182092 SubClassOf CHEBI_38756.
CHEBI_182093 is Class.
CHEBI_182093 SubClassOf CHEBI_39270.
CHEBI_182128 is Class.
CHEBI_182128 SubClassOf CHEBI_36844.
CHEBI_182163 is Class.
CHEBI_182163 SubClassOf CHEBI_36470.
CHEBI_182233 is Class.
CHEBI_182233 SubClassOf CHEBI_37668.
CHEBI_182346 is Class.
CHEBI_182346 SubClassOf CHEBI_55374.
CHEBI_182381 is Class.
CHEBI_182381 SubClassOf CHEBI_23847,.
has_functional_parent some CHEBI_35911 is chebi#.
CHEBI_182386 is Class.
CHEBI_182386 SubClassOf CHEBI_50523.
CHEBI_182393 is Class.
CHEBI_182393 SubClassOf CHEBI_26410,.
CHEBI_182393 SubClassOf CHEBI_36820.
CHEBI_18250 is Class.
CHEBI_18250 SubClassOf CHEBI_37397,.
CHEBI_18250 SubClassOf RO_0000087 some CHEBI_75771,.
is_conjugate_acid_of some CHEBI_58422 is chebi#.
CHEBI_182520 is Class.
CHEBI_182520 SubClassOf CHEBI_68588.
CHEBI_182540 is Class.
CHEBI_182540 SubClassOf CHEBI_36820.
CHEBI_18259 is Class.
CHEBI_18259 SubClassOf CHEBI_88167.
CHEBI_182660 is Class.
CHEBI_182660 SubClassOf CHEBI_38183.
CHEBI_18303 is Class.
CHEBI_183090 is Class.
CHEBI_183090 SubClassOf CHEBI_177064,.
CHEBI_183090 SubClassOf CHEBI_36445.
CHEBI_183094 is Class.
CHEBI_183094 SubClassOf CHEBI_23053,.
CHEBI_183094 SubClassOf CHEBI_36820.
CHEBI_18310 is Class.
CHEBI_18313 is Class.
CHEBI_183146 is Class.
CHEBI_183146 SubClassOf CHEBI_16961,.
CHEBI_183146 SubClassOf CHEBI_64611.
CHEBI_183176 is Class.
CHEBI_183176 SubClassOf CHEBI_18303.
CHEBI_183207 is Class.
CHEBI_183207 SubClassOf CHEBI_72576.
CHEBI_18321 is Class.
CHEBI_183243 is Class.
CHEBI_183243 SubClassOf CHEBI_90454.
CHEBI_183244 is Class.
CHEBI_183244 SubClassOf CHEBI_90454.
CHEBI_183245 is Class.
CHEBI_183245 SubClassOf CHEBI_90454.
CHEBI_18332 is Class.
CHEBI_18332 SubClassOf CHEBI_30660.
CHEBI_183321 is Class.
CHEBI_183321 SubClassOf CHEBI_26410,.
CHEBI_183321 SubClassOf CHEBI_36820.
CHEBI_183343 is Class.
CHEBI_183343 SubClassOf CHEBI_35727,.
CHEBI_183343 SubClassOf CHEBI_36820.
CHEBI_183352 is Class.
CHEBI_183352 SubClassOf CHEBI_26410,.
CHEBI_183352 SubClassOf CHEBI_36820.
CHEBI_183380 is Class.
CHEBI_183380 SubClassOf CHEBI_36820,.
CHEBI_183380 SubClassOf CHEBI_37921.
CHEBI_183400 is Class.
CHEBI_183400 SubClassOf CHEBI_13248.
CHEBI_183408 is Class.
CHEBI_183408 SubClassOf CHEBI_26410,.
CHEBI_183408 SubClassOf CHEBI_36820.
CHEBI_183428 is Class.
CHEBI_183428 SubClassOf CHEBI_26410,.
CHEBI_183428 SubClassOf CHEBI_36820.
CHEBI_183433 is Class.
CHEBI_183433 SubClassOf CHEBI_26410,.
CHEBI_183433 SubClassOf CHEBI_36820.
CHEBI_18347 is Class.
CHEBI_18347 SubClassOf CHEBI_36405.
CHEBI_183473 is Class.
CHEBI_183473 SubClassOf CHEBI_26410,.
CHEBI_183473 SubClassOf CHEBI_36820.
CHEBI_183474 is Class.
CHEBI_183474 SubClassOf CHEBI_26455.
CHEBI_183500 is Class.
CHEBI_183500 SubClassOf CHEBI_26410,.
CHEBI_183500 SubClassOf CHEBI_36820.
CHEBI_183592 is Class.
CHEBI_183592 SubClassOf CHEBI_36844.
CHEBI_183670 is Class.
CHEBI_183670 SubClassOf CHEBI_26410,.
CHEBI_183670 SubClassOf CHEBI_36820.
CHEBI_18368 is Class.
CHEBI_18368 SubClassOf CHEBI_36500,.
CHEBI_18368 SubClassOf RO_0000087 some CHEBI_75771,.
CHEBI_18368 SubClassOf RO_0000087 some CHEBI_77746,.
has_functional_parent some CHEBI_4177 is chebi#.
CHEBI_183681 is Class.
CHEBI_183681 SubClassOf CHEBI_36054.
CHEBI_183682 is Class.
CHEBI_183682 SubClassOf CHEBI_35748.
CHEBI_18372 is Class.
CHEBI_18372 SubClassOf CHEBI_36942.
CHEBI_183748 is Class.
CHEBI_183748 SubClassOf CHEBI_50990.
CHEBI_18377 is Class.
CHEBI_183774 is Class.
CHEBI_183774 SubClassOf CHEBI_26410,.
CHEBI_183774 SubClassOf CHEBI_36820.
CHEBI_183780 is Class.
CHEBI_183780 SubClassOf CHEBI_36820,.
CHEBI_183780 SubClassOf CHEBI_38976.
CHEBI_18379 is Class.
CHEBI_183898 is Class.
CHEBI_183898 SubClassOf CHEBI_36820,.
CHEBI_183898 SubClassOf CHEBI_38976.
CHEBI_183950 is Class.
CHEBI_183950 SubClassOf CHEBI_36846.
CHEBI_183955 is Class.
CHEBI_183955 SubClassOf CHEBI_36846.
CHEBI_18400 is Class.
CHEBI_18402 is Class.
CHEBI_18402 SubClassOf CHEBI_36846.
CHEBI_18431 is Class.
CHEBI_18431 SubClassOf CHEBI_36852.
CHEBI_184424 is Class.
CHEBI_184424 SubClassOf CHEBI_32955.
CHEBI_184453 is Class.
CHEBI_184453 SubClassOf CHEBI_26410,.
CHEBI_184453 SubClassOf CHEBI_36820.
CHEBI_184460 is Class.
CHEBI_184460 SubClassOf CHEBI_16389.
CHEBI_184488 is Class.
CHEBI_184488 SubClassOf CHEBI_52782.
CHEBI_184579 is Class.
CHEBI_184579 SubClassOf CHEBI_36364.
CHEBI_184726 is Class.
CHEBI_184726 SubClassOf CHEBI_18310.
CHEBI_18475 is Class.
CHEBI_184780 is Class.
CHEBI_184780 SubClassOf CHEBI_47777.
CHEBI_184826 is Class.
CHEBI_184826 SubClassOf CHEBI_24302.
CHEBI_184920 is Class.
CHEBI_184920 SubClassOf CHEBI_64674.
CHEBI_184939 is Class.
CHEBI_184939 SubClassOf CHEBI_26961,.
CHEBI_184939 SubClassOf CHEBI_36820.
CHEBI_185020 is Class.
CHEBI_185020 SubClassOf CHEBI_16617.
CHEBI_185026 is Class.
CHEBI_185026 SubClassOf CHEBI_36844.
CHEBI_185090 is Class.
CHEBI_185090 SubClassOf CHEBI_18035.
CHEBI_185120 is Class.
CHEBI_185120 SubClassOf CHEBI_78840,.
has_functional_parent some CHEBI_27386 is chebi#.
CHEBI_18532 is Class.
CHEBI_18532 SubClassOf CHEBI_36852.
CHEBI_185488 is Class.
CHEBI_185488 SubClassOf CHEBI_36315.
CHEBI_1856 is Class.
CHEBI_185990 is Class.
CHEBI_185990 SubClassOf CHEBI_26961,.
CHEBI_185990 SubClassOf CHEBI_36820.
CHEBI_186049 is Class.
CHEBI_186049 SubClassOf CHEBI_29089.
CHEBI_186077 is Class.
CHEBI_186077 SubClassOf CHEBI_36844.
CHEBI_18613 is Class.
CHEBI_18614 is Class.
CHEBI_186152 is Class.
CHEBI_186152 SubClassOf CHEBI_23086.
CHEBI_186187 is Class.
CHEBI_186187 SubClassOf CHEBI_26961,.
CHEBI_186187 SubClassOf CHEBI_36820.
CHEBI_186233 is Class.
CHEBI_186233 SubClassOf CHEBI_59554.
CHEBI_186370 is Class.
CHEBI_186370 SubClassOf CHEBI_29089.
CHEBI_186373 is Class.
CHEBI_186373 SubClassOf CHEBI_29089.
CHEBI_186568 is Class.
CHEBI_186568 SubClassOf CHEBI_26410,.
CHEBI_186568 SubClassOf CHEBI_36820.
CHEBI_186569 is Class.
CHEBI_186569 SubClassOf CHEBI_26410,.
CHEBI_186569 SubClassOf CHEBI_36820.
CHEBI_186660 is Class.
CHEBI_186660 SubClassOf CHEBI_37963.
CHEBI_186701 is Class.
CHEBI_186701 SubClassOf CHEBI_64674.
CHEBI_186788 is Class.
CHEBI_186788 SubClassOf CHEBI_32955.
CHEBI_18682 is Class.
CHEBI_186822 is Class.
CHEBI_186822 SubClassOf CHEBI_61655.
CHEBI_186824 is Class.
CHEBI_186824 SubClassOf CHEBI_29089.
CHEBI_186843 is Class.
CHEBI_186843 SubClassOf CHEBI_15734.
CHEBI_186865 is Class.
CHEBI_186865 SubClassOf CHEBI_15705.
CHEBI_186868 is Class.
CHEBI_186868 SubClassOf CHEBI_24632.
CHEBI_186895 is Class.
CHEBI_186895 SubClassOf CHEBI_32955.
CHEBI_186973 is Class.
CHEBI_186973 SubClassOf CHEBI_26410,.
CHEBI_186973 SubClassOf CHEBI_36820.
CHEBI_18718 is Class.
CHEBI_18718 SubClassOf CHEBI_32955.
CHEBI_187250 is Class.
CHEBI_187250 SubClassOf CHEBI_3098.
CHEBI_187277 is Class.
CHEBI_187277 SubClassOf CHEBI_37814.
CHEBI_187296 is Class.
CHEBI_187296 SubClassOf CHEBI_29089.
CHEBI_187496 is Class.
CHEBI_187496 SubClassOf CHEBI_32955.
CHEBI_187524 is Class.
CHEBI_187524 SubClassOf CHEBI_26961,.
CHEBI_187524 SubClassOf CHEBI_36820.
CHEBI_187679 is Class.
CHEBI_187679 SubClassOf CHEBI_52603.
CHEBI_187719 is Class.
CHEBI_187719 SubClassOf CHEBI_32955.
CHEBI_187856 is Class.
CHEBI_187856 SubClassOf CHEBI_50511.
CHEBI_187896 is Class.
CHEBI_18790 is Class.
CHEBI_18790 SubClassOf CHEBI_194520,.
is_conjugate_base_of some CHEBI_28880, is chebi#.
is_enantiomer_of some CHEBI_36464 is chebi#.
CHEBI_187933 is Class.
CHEBI_187933 SubClassOf CHEBI_36844.
CHEBI_187961 is Class.
CHEBI_187961 SubClassOf CHEBI_32955.
CHEBI_187968 is Class.
CHEBI_187968 SubClassOf CHEBI_50401.
CHEBI_187974 is Class.
CHEBI_187974 SubClassOf CHEBI_36844.
CHEBI_187990 is Class.
CHEBI_187990 SubClassOf CHEBI_18303.
CHEBI_18801 is Class.
CHEBI_188051 is Class.
CHEBI_188051 SubClassOf CHEBI_32955.
CHEBI_18820 is Class.
CHEBI_18820 SubClassOf CHEBI_145326,.
CHEBI_18820 SubClassOf CHEBI_26987,.
CHEBI_18820 SubClassOf CHEBI_47989,.
has_functional_parent some CHEBI_17217 is chebi#.
CHEBI_188201 is Class.
CHEBI_188201 SubClassOf CHEBI_2571.
CHEBI_188203 is Class.
CHEBI_188203 SubClassOf CHEBI_32955.
CHEBI_188242 is Class.
CHEBI_188242 SubClassOf CHEBI_32955.
CHEBI_188305 is Class.
CHEBI_188305 SubClassOf CHEBI_25627.
CHEBI_188412 is Class.
CHEBI_188412 SubClassOf CHEBI_37919.
CHEBI_18845 is Class.
CHEBI_18845 SubClassOf CHEBI_47994.
CHEBI_188495 is Class.
CHEBI_188495 SubClassOf CHEBI_36850.
CHEBI_188496 is Class.
CHEBI_188496 SubClassOf CHEBI_36850.
CHEBI_188499 is Class.
CHEBI_188499 SubClassOf CHEBI_36850.
CHEBI_188539 is Class.
CHEBI_188539 SubClassOf CHEBI_36820,.
CHEBI_188539 SubClassOf CHEBI_46685.
CHEBI_188544 is Class.
CHEBI_188544 SubClassOf CHEBI_36820.
CHEBI_188574 is Class.
CHEBI_188574 SubClassOf CHEBI_26410,.
CHEBI_188574 SubClassOf CHEBI_36820.
CHEBI_188616 is Class.
CHEBI_188616 SubClassOf CHEBI_50511.
CHEBI_188726 is Class.
CHEBI_188726 SubClassOf CHEBI_26410,.
CHEBI_188726 SubClassOf CHEBI_36820.
CHEBI_188742 is Class.
CHEBI_188742 SubClassOf CHEBI_26410,.
CHEBI_188742 SubClassOf CHEBI_36820.
CHEBI_188756 is Class.
CHEBI_188756 SubClassOf CHEBI_50511.
CHEBI_188771 is Class.
CHEBI_188771 SubClassOf CHEBI_75874.
CHEBI_188773 is Class.
CHEBI_188773 SubClassOf CHEBI_26410,.
CHEBI_188773 SubClassOf CHEBI_36820.
CHEBI_188798 is Class.
CHEBI_188798 SubClassOf CHEBI_75874.
CHEBI_188811 is Class.
CHEBI_188811 SubClassOf CHEBI_50511.
CHEBI_188812 is Class.
CHEBI_188812 SubClassOf CHEBI_36820.
CHEBI_188830 is Class.
CHEBI_188830 SubClassOf CHEBI_46848.
CHEBI_188844 is Class.
CHEBI_188844 SubClassOf CHEBI_36820.
CHEBI_188857 is Class.
CHEBI_188857 SubClassOf CHEBI_26410,.
CHEBI_188857 SubClassOf CHEBI_36820.
CHEBI_188897 is Class.
CHEBI_188897 SubClassOf CHEBI_36820,.
CHEBI_188897 SubClassOf CHEBI_37921.
CHEBI_188904 is Class.
CHEBI_188904 SubClassOf CHEBI_26410,.
CHEBI_188904 SubClassOf CHEBI_36820.
CHEBI_188965 is Class.
CHEBI_188965 SubClassOf CHEBI_32955.
CHEBI_188987 is Class.
CHEBI_188987 SubClassOf CHEBI_36850.
CHEBI_188990 is Class.
CHEBI_188990 SubClassOf CHEBI_36850.
CHEBI_188993 is Class.
CHEBI_188993 SubClassOf CHEBI_36850.
CHEBI_188996 is Class.
CHEBI_188996 SubClassOf CHEBI_36850.
CHEBI_189031 is Class.
CHEBI_189031 SubClassOf CHEBI_26375.
CHEBI_189056 is Class.
CHEBI_189056 SubClassOf CHEBI_68510,.
is_conjugate_acid_of some CHEBI_72420 is chebi#.
CHEBI_189087 is Class.
CHEBI_189087 SubClassOf CHEBI_51867.
CHEBI_189110 is Class.
CHEBI_189110 SubClassOf CHEBI_38835.
CHEBI_189153 is Class.
CHEBI_189153 SubClassOf CHEBI_46722.
CHEBI_189372 is Class.
CHEBI_189372 SubClassOf CHEBI_32955.
CHEBI_189438 is Class.
CHEBI_189438 SubClassOf CHEBI_38201.
CHEBI_18946 is Class.
CHEBI_189469 is Class.
CHEBI_189469 SubClassOf CHEBI_26410,.
CHEBI_189469 SubClassOf CHEBI_36820.
CHEBI_189492 is Class.
CHEBI_189492 SubClassOf CHEBI_26410,.
CHEBI_189492 SubClassOf CHEBI_36820.
CHEBI_189513 is Class.
CHEBI_189513 SubClassOf CHEBI_22720.
CHEBI_189527 is Class.
CHEBI_189527 SubClassOf CHEBI_26410,.
CHEBI_189527 SubClassOf CHEBI_36820.
CHEBI_189695 is Class.
CHEBI_189695 SubClassOf CHEBI_51031.
CHEBI_189705 is Class.
CHEBI_189756 is Class.
CHEBI_189756 SubClassOf CHEBI_74266.
CHEBI_189798 is Class.
CHEBI_189798 SubClassOf CHEBI_36820.
CHEBI_189809 is Class.
CHEBI_189809 SubClassOf CHEBI_36820.
CHEBI_189831 is Class.
CHEBI_189875 is Class.
CHEBI_189875 SubClassOf CHEBI_26347.
CHEBI_189910 is Class.
CHEBI_189910 SubClassOf CHEBI_36820.
CHEBI_189970 is Class.
CHEBI_189970 SubClassOf CHEBI_71939.
CHEBI_190038 is Class.
CHEBI_190038 SubClassOf CHEBI_17976.
CHEBI_190174 is Class.
CHEBI_190174 SubClassOf CHEBI_25340.
CHEBI_190204 is Class.
CHEBI_190204 SubClassOf CHEBI_17517.
CHEBI_190251 is Class.
CHEBI_190251 SubClassOf CHEBI_24315.
CHEBI_190253 is Class.
CHEBI_190273 is Class.
CHEBI_190273 SubClassOf CHEBI_50511.
CHEBI_19028 is Class.
CHEBI_190290 is Class.
CHEBI_190290 SubClassOf CHEBI_33566,.
CHEBI_190290 SubClassOf CHEBI_36059.
CHEBI_190295 is Class.
CHEBI_190296 is Class.
CHEBI_190296 SubClassOf CHEBI_51031.
CHEBI_19036 is Class.
CHEBI_19036 SubClassOf CHEBI_18250.
CHEBI_190426 is Class.
CHEBI_190426 SubClassOf CHEBI_60250.
CHEBI_190427 is Class.
CHEBI_190427 SubClassOf CHEBI_60250.
CHEBI_190512 is Class.
CHEBI_190512 SubClassOf CHEBI_51031.
CHEBI_190513 is Class.
CHEBI_190513 SubClassOf CHEBI_51031.
CHEBI_190529 is Class.
CHEBI_19057 is Class.
CHEBI_190602 is Class.
CHEBI_190602 SubClassOf CHEBI_26410,.
CHEBI_190602 SubClassOf CHEBI_36820.
CHEBI_190609 is Class.
CHEBI_190609 SubClassOf CHEBI_26410,.
CHEBI_190609 SubClassOf CHEBI_36820.
CHEBI_190617 is Class.
CHEBI_190617 SubClassOf CHEBI_36820,.
CHEBI_190617 SubClassOf CHEBI_37921.
CHEBI_190626 is Class.
CHEBI_190626 SubClassOf CHEBI_51614.
CHEBI_190673 is Class.
CHEBI_190673 SubClassOf CHEBI_25961.
CHEBI_190712 is Class.
CHEBI_190712 SubClassOf CHEBI_32955.
CHEBI_190738 is Class.
CHEBI_190738 SubClassOf CHEBI_26410,.
CHEBI_190738 SubClassOf CHEBI_36820.
CHEBI_190810 is Class.
CHEBI_190810 SubClassOf CHEBI_23086.
CHEBI_190863 is Class.
CHEBI_190863 SubClassOf CHEBI_72013.
CHEBI_19087 is Class.
CHEBI_191034 is Class.
CHEBI_191034 SubClassOf CHEBI_24846.
CHEBI_191086 is Class.
CHEBI_191086 SubClassOf CHEBI_78188.
CHEBI_191114 is Class.
CHEBI_191114 SubClassOf CHEBI_36820,.
CHEBI_191114 SubClassOf CHEBI_38976.
CHEBI_19120 is Class.
CHEBI_191205 is Class.
CHEBI_191205 SubClassOf CHEBI_77460.
CHEBI_191208 is Class.
CHEBI_191208 SubClassOf CHEBI_77460.
CHEBI_191389 is Class.
CHEBI_191389 SubClassOf CHEBI_35192.
CHEBI_191520 is Class.
CHEBI_191520 SubClassOf CHEBI_33655.
CHEBI_191570 is Class.
CHEBI_191570 SubClassOf CHEBI_25418.
CHEBI_191784 is Class.
CHEBI_191784 SubClassOf CHEBI_25036.
CHEBI_191820 is Class.
CHEBI_191820 SubClassOf CHEBI_26776.
CHEBI_191853 is Class.
CHEBI_191853 SubClassOf CHEBI_36140.
CHEBI_191930 is Class.
CHEBI_191930 SubClassOf CHEBI_26961,.
CHEBI_191930 SubClassOf CHEBI_36820.
CHEBI_19195 is Class.
CHEBI_192068 is Class.
CHEBI_192068 SubClassOf CHEBI_2440,.
CHEBI_192068 SubClassOf CHEBI_50753.
CHEBI_192167 is Class.
CHEBI_192167 SubClassOf CHEBI_3098.
CHEBI_192180 is Class.
CHEBI_192180 SubClassOf CHEBI_61778.
CHEBI_19228 is Class.
CHEBI_19231 is Class.
CHEBI_19231 SubClassOf CHEBI_25339.
CHEBI_19232 is Class.
CHEBI_19232 SubClassOf CHEBI_47994.
CHEBI_19236 is Class.
CHEBI_192523 is Class.
CHEBI_192523 SubClassOf CHEBI_33595.
CHEBI_19254 is Class.
CHEBI_19255 is Class.
CHEBI_192572 is Class.
CHEBI_192572 SubClassOf CHEBI_38207.
CHEBI_192617 is Class.
CHEBI_192617 SubClassOf CHEBI_50511.
CHEBI_192652 is Class.
CHEBI_192652 SubClassOf CHEBI_26410,.
CHEBI_192652 SubClassOf CHEBI_36820.
CHEBI_192681 is Class.
CHEBI_192682 is Class.
CHEBI_192682 SubClassOf CHEBI_22720,.
CHEBI_192682 SubClassOf CHEBI_27369,.
has_functional_parent some CHEBI_192681 is chebi#.
CHEBI_192722 is Class.
CHEBI_192722 SubClassOf CHEBI_52094.
CHEBI_192800 is Class.
CHEBI_192800 SubClassOf CHEBI_39026.
CHEBI_192808 is Class.
CHEBI_192808 SubClassOf CHEBI_36872.
CHEBI_19281 is Class.
CHEBI_19281 SubClassOf CHEBI_26961,.
CHEBI_19281 SubClassOf CHEBI_36820.
CHEBI_192906 is Class.
CHEBI_192906 SubClassOf CHEBI_32955.
CHEBI_193035 is Class.
CHEBI_193035 SubClassOf CHEBI_36851.
CHEBI_193036 is Class.
CHEBI_193036 SubClassOf CHEBI_36851.
CHEBI_193037 is Class.
CHEBI_193037 SubClassOf CHEBI_33820.
CHEBI_193057 is Class.
CHEBI_193057 SubClassOf CHEBI_38207.
CHEBI_193065 is Class.
CHEBI_193065 SubClassOf CHEBI_22726,.
is_conjugate_base_of some CHEBI_81997 is chebi#.
CHEBI_193128 is Class.
CHEBI_193128 SubClassOf CHEBI_38207.
CHEBI_193228 is Class.
CHEBI_193228 SubClassOf CHEBI_36844.
CHEBI_193241 is Class.
CHEBI_193241 SubClassOf CHEBI_72013.
CHEBI_193289 is Class.
CHEBI_193289 SubClassOf CHEBI_26961,.
CHEBI_193289 SubClassOf CHEBI_36820.
CHEBI_19339 is Class.
CHEBI_193424 is Class.
CHEBI_193424 SubClassOf CHEBI_36844.
CHEBI_193522 is Class.
CHEBI_193522 SubClassOf CHEBI_32955.
CHEBI_193535 is Class.
CHEBI_193535 SubClassOf CHEBI_32955.
CHEBI_193541 is Class.
CHEBI_193541 SubClassOf CHEBI_36078.
CHEBI_193583 is Class.
CHEBI_193583 SubClassOf CHEBI_26410,.
CHEBI_193583 SubClassOf CHEBI_36820.
CHEBI_193603 is Class.
CHEBI_193603 SubClassOf CHEBI_32955.
CHEBI_193612 is Class.
CHEBI_193612 SubClassOf CHEBI_32955.
CHEBI_193615 is Class.
CHEBI_193615 SubClassOf CHEBI_48337.
CHEBI_193680 is Class.
CHEBI_193680 SubClassOf CHEBI_38314.
CHEBI_193684 is Class.
CHEBI_193684 SubClassOf CHEBI_38314.
CHEBI_193943 is Class.
CHEBI_193943 SubClassOf CHEBI_32955.
CHEBI_193975 is Class.
CHEBI_193975 SubClassOf CHEBI_32955.
CHEBI_194029 is Class.
CHEBI_194029 SubClassOf CHEBI_32955.
CHEBI_194065 is Class.
CHEBI_194065 SubClassOf CHEBI_60038.
CHEBI_194088 is Class.
CHEBI_194088 SubClassOf CHEBI_32955.
CHEBI_194090 is Class.
CHEBI_194090 SubClassOf CHEBI_26911.
CHEBI_1941 is Class.
CHEBI_194136 is Class.
CHEBI_194136 SubClassOf CHEBI_33860,.
CHEBI_194136 SubClassOf CHEBI_37149,.
CHEBI_194136 SubClassOf CHEBI_38669,.
CHEBI_194136 SubClassOf RO_0000087 some CHEBI_35442,.
CHEBI_194136 SubClassOf RO_0000087 some CHEBI_50925,.
CHEBI_194136 SubClassOf RO_0000087 some CHEBI_76617.
CHEBI_194181 is Class.
CHEBI_194181 SubClassOf CHEBI_35222.
CHEBI_194183 is Class.
CHEBI_194243 is Class.
CHEBI_194243 SubClassOf CHEBI_32955.
CHEBI_194277 is Class.
CHEBI_194277 SubClassOf CHEBI_26410,.
CHEBI_194277 SubClassOf CHEBI_36820.
CHEBI_194280 is Class.
CHEBI_194280 SubClassOf CHEBI_35683.
CHEBI_194282 is Class.
CHEBI_194282 SubClassOf CHEBI_26410,.
CHEBI_194282 SubClassOf CHEBI_36820.
CHEBI_194297 is Class.
CHEBI_194297 SubClassOf CHEBI_26410,.
CHEBI_194297 SubClassOf CHEBI_36820.
CHEBI_194332 is Class.
CHEBI_194332 SubClassOf CHEBI_36846,.
CHEBI_194332 SubClassOf CHEBI_36852.
CHEBI_194369 is Class.
CHEBI_194369 SubClassOf CHEBI_64012.
CHEBI_194390 is Class.
CHEBI_194390 SubClassOf CHEBI_26151.
CHEBI_194405 is Class.
CHEBI_194405 SubClassOf CHEBI_64012.
CHEBI_194406 is Class.
CHEBI_194406 SubClassOf CHEBI_64012.
CHEBI_194414 is Class.
CHEBI_194414 SubClassOf CHEBI_64012.
CHEBI_194415 is Class.
CHEBI_194415 SubClassOf CHEBI_64012.
CHEBI_194417 is Class.
CHEBI_194417 SubClassOf CHEBI_64012.
CHEBI_194451 is Class.
CHEBI_194451 SubClassOf CHEBI_64012.
CHEBI_194478 is Class.
CHEBI_194478 SubClassOf CHEBI_139589,.
CHEBI_194478 SubClassOf CHEBI_36059,.
has_functional_parent some CHEBI_194183, is chebi#.
is_conjugate_base_of some CHEBI_194479 is chebi#.
CHEBI_194479 is Class.
CHEBI_19448 is Class.
CHEBI_194520 is Class.
CHEBI_194525 is Class.
CHEBI_194525 SubClassOf CHEBI_38207.
CHEBI_194526 is Class.
CHEBI_194526 SubClassOf CHEBI_38207.
