RO_0002481 is ObjectProperty.
VBO_0011842 SubClassOf VBO_0000931.
VBO_0011843 is Class.
VBO_0011843 SubClassOf VBO_0000931.
VBO_0011844 is Class.
VBO_0011844 SubClassOf VBO_0000931.
VBO_0011845 is Class.
VBO_0011845 SubClassOf VBO_0000931.
VBO_0011846 is Class.
VBO_0011846 SubClassOf VBO_0000931.
VBO_0011847 is Class.
VBO_0011847 SubClassOf VBO_0000931.
VBO_0011848 is Class.
VBO_0011848 SubClassOf VBO_0000931.
VBO_0011849 is Class.
VBO_0011849 SubClassOf VBO_0000931.
VBO_0011850 is Class.
VBO_0011850 SubClassOf VBO_0000931.
VBO_0011851 is Class.
VBO_0011851 SubClassOf VBO_0000931.
VBO_0011852 is Class.
VBO_0011852 SubClassOf VBO_0000931.
VBO_0011853 is Class.
VBO_0011853 SubClassOf VBO_0000931.
VBO_0011854 is Class.
VBO_0011854 SubClassOf VBO_0000931.
VBO_0011856 is Class.
VBO_0011856 SubClassOf VBO_0000931.
VBO_0011857 is Class.
VBO_0011857 SubClassOf VBO_0000931.
VBO_0011858 is Class.
VBO_0011858 SubClassOf VBO_0000931.
VBO_0011859 is Class.
VBO_0011859 SubClassOf VBO_0000931.
VBO_0011860 is Class.
VBO_0011860 SubClassOf VBO_0000931.
VBO_0016848 is Class.
VBO_0016848 SubClassOf VBO_0000931.
VBO_0016849 is Class.
VBO_0016849 SubClassOf VBO_0000931.
VBO_0016869 is Class.
VBO_0016869 SubClassOf VBO_0000931.
VBO_0016870 is Class.
VBO_0016870 SubClassOf VBO_0000931.
VBO_0016871 is Class.
VBO_0016871 SubClassOf VBO_0000931.
VBO_0016883 is Class.
VBO_0016883 SubClassOf VBO_0000931.
VBO_0016884 is Class.
VBO_0016884 SubClassOf VBO_0000931.
VBO_0016888 is Class.
VBO_0016888 SubClassOf VBO_0000931.
VBO_0016889 is Class.
VBO_0016889 SubClassOf VBO_0000931.
VBO_0016890 is Class.
VBO_0016890 SubClassOf VBO_0000931.
VBO_0016891 is Class.
VBO_0016891 SubClassOf VBO_0000931.
VBO_0016892 is Class.
VBO_0016892 SubClassOf VBO_0000931.
VBO_0016893 is Class.
VBO_0016893 SubClassOf VBO_0000931.
VBO_0016894 is Class.
VBO_0016894 SubClassOf VBO_0000931.
VBO_0016895 is Class.
VBO_0016895 SubClassOf VBO_0000931.
VBO_0016896 is Class.
VBO_0016896 SubClassOf VBO_0000931.
VBO_0016897 is Class.
VBO_0016897 SubClassOf VBO_0000931.
VBO_0016898 is Class.
VBO_0016898 SubClassOf VBO_0000931.
VBO_0017087 is Class.
VBO_0017087 SubClassOf VBO_0000931.
VBO_0017088 is Class.
VBO_0017088 SubClassOf VBO_0000931.
VBO_0017089 is Class.
VBO_0017089 SubClassOf VBO_0000931.
VBO_0017090 is Class.
VBO_0017090 SubClassOf VBO_0000931.
VBO_0017091 is Class.
VBO_0017091 SubClassOf VBO_0000931.
VBO_0017092 is Class.
VBO_0017092 SubClassOf VBO_0000931.
VBO_0017093 is Class.
VBO_0017093 SubClassOf VBO_0000931.
VBO_0017094 is Class.
VBO_0017094 SubClassOf VBO_0000931.
VBO_0017095 is Class.
VBO_0017095 SubClassOf VBO_0000931.
VBO_0017096 is Class.
VBO_0017096 SubClassOf VBO_0000931.
VBO_0017097 is Class.
VBO_0017097 SubClassOf VBO_0000931.
VBO_0017098 is Class.
VBO_0017098 SubClassOf VBO_0000931.
VBO_0017099 is Class.
VBO_0017099 SubClassOf VBO_0000931.
VBO_0017100 is Class.
VBO_0017100 SubClassOf VBO_0000931.
VBO_0017101 is Class.
VBO_0017101 SubClassOf VBO_0000931.
VBO_0017102 is Class.
VBO_0017102 SubClassOf VBO_0000931.
VBO_0017103 is Class.
VBO_0017103 SubClassOf VBO_0000931.
VBO_0017104 is Class.
VBO_0017104 SubClassOf VBO_0000931.
VBO_0017105 is Class.
VBO_0017105 SubClassOf VBO_0000931.
VBO_0017106 is Class.
VBO_0017106 SubClassOf VBO_0000931.
VBO_0017107 is Class.
VBO_0017107 SubClassOf VBO_0000931.
VBO_0017108 is Class.
VBO_0017108 SubClassOf VBO_0000931.
VBO_0017109 is Class.
VBO_0017109 SubClassOf VBO_0000931.
VBO_0017110 is Class.
VBO_0017110 SubClassOf VBO_0000931.
VBO_0017111 is Class.
VBO_0017111 SubClassOf VBO_0000931.
VBO_0017112 is Class.
VBO_0017112 SubClassOf VBO_0000931.
VBO_0017113 is Class.
VBO_0017113 SubClassOf VBO_0000931.
VBO_0017114 is Class.
VBO_0017114 SubClassOf VBO_0000931.
VBO_0017115 is Class.
VBO_0017115 SubClassOf VBO_0000931.
VBO_0017116 is Class.
VBO_0017116 SubClassOf VBO_0000931.
VBO_0017117 is Class.
VBO_0017117 SubClassOf VBO_0000931.
VBO_0017118 is Class.
VBO_0017118 SubClassOf VBO_0000931.
VBO_0017119 is Class.
VBO_0017119 SubClassOf VBO_0000931.
VBO_0017120 is Class.
VBO_0017120 SubClassOf VBO_0000931.
VBO_0017121 is Class.
VBO_0017121 SubClassOf VBO_0000931.
VBO_0017123 is Class.
VBO_0017123 SubClassOf VBO_0000931.
VBO_0017124 is Class.
VBO_0017124 SubClassOf VBO_0000931.
VBO_0017125 is Class.
VBO_0017125 SubClassOf VBO_0000931.
VBO_0017126 is Class.
VBO_0017126 SubClassOf VBO_0000931.
VBO_0017127 is Class.
VBO_0017127 SubClassOf VBO_0000931.
VBO_0017129 is Class.
VBO_0017129 SubClassOf VBO_0000931.
VBO_0017130 is Class.
VBO_0017130 SubClassOf VBO_0000931.
VBO_0017131 is Class.
VBO_0017131 SubClassOf VBO_0000931.
VBO_0017132 is Class.
VBO_0017132 SubClassOf VBO_0000931.
VBO_0017133 is Class.
VBO_0017133 SubClassOf VBO_0000931.
VBO_0017134 is Class.
VBO_0017134 SubClassOf VBO_0000931.
VBO_0017135 is Class.
VBO_0017135 SubClassOf VBO_0000931.
VBO_0017136 is Class.
VBO_0017136 SubClassOf VBO_0000931.
VBO_0017137 is Class.
VBO_0017137 SubClassOf VBO_0000931.
VBO_0017138 is Class.
VBO_0017138 SubClassOf VBO_0000931.
VBO_0017139 is Class.
VBO_0017139 SubClassOf VBO_0000931.
VBO_0017140 is Class.
VBO_0017140 SubClassOf VBO_0000931.
VBO_0017141 is Class.
VBO_0017141 SubClassOf VBO_0000931.
VBO_0017142 is Class.
VBO_0017142 SubClassOf VBO_0000931.
VBO_0017143 is Class.
VBO_0017143 SubClassOf VBO_0000931.
VBO_0017144 is Class.
VBO_0017144 SubClassOf VBO_0000931.
VBO_0017145 is Class.
VBO_0017145 SubClassOf VBO_0000931.
VBO_0017146 is Class.
VBO_0017146 SubClassOf VBO_0000931.
VBO_0017147 is Class.
VBO_0017147 SubClassOf VBO_0000931.
VBO_0017148 is Class.
VBO_0017148 SubClassOf VBO_0000931.
VBO_0017149 is Class.
VBO_0017149 SubClassOf VBO_0000931.
VBO_0017150 is Class.
VBO_0017150 SubClassOf VBO_0000931.
VBO_0017151 is Class.
VBO_0017151 SubClassOf VBO_0000931.
VBO_0017152 is Class.
VBO_0017152 SubClassOf VBO_0000931.
VBO_0017153 is Class.
VBO_0017153 SubClassOf VBO_0000931.
VBO_0017154 is Class.
VBO_0017154 SubClassOf VBO_0000931.
VBO_0017155 is Class.
VBO_0017155 SubClassOf VBO_0000931.
VBO_0017156 is Class.
VBO_0017156 SubClassOf VBO_0000931.
VBO_0017157 is Class.
VBO_0017157 SubClassOf VBO_0000931.
VBO_0017158 is Class.
VBO_0017158 SubClassOf VBO_0000931.
VBO_0017159 is Class.
VBO_0017159 SubClassOf VBO_0000931.
VBO_0017160 is Class.
VBO_0017160 SubClassOf VBO_0000931.
VBO_0017161 is Class.
VBO_0017161 SubClassOf VBO_0000931.
VBO_0017162 is Class.
VBO_0017162 SubClassOf VBO_0000931.
VBO_0017163 is Class.
VBO_0017163 SubClassOf VBO_0000931.
VBO_0017164 is Class.
VBO_0017164 SubClassOf VBO_0000931.
VBO_0017165 is Class.
VBO_0017165 SubClassOf VBO_0000931.
VBO_0017166 is Class.
VBO_0017166 SubClassOf VBO_0000931.
VBO_0017167 is Class.
VBO_0017167 SubClassOf VBO_0000931.
VBO_0017168 is Class.
VBO_0017168 SubClassOf VBO_0000931.
VBO_0017169 is Class.
VBO_0017169 SubClassOf VBO_0000931.
VBO_0017170 is Class.
VBO_0017170 SubClassOf VBO_0000931.
VBO_0017171 is Class.
VBO_0017171 SubClassOf VBO_0000931.
VBO_0017172 is Class.
VBO_0017172 SubClassOf VBO_0000931.
VBO_0017173 is Class.
VBO_0017173 SubClassOf VBO_0000931.
VBO_0017174 is Class.
VBO_0017174 SubClassOf VBO_0000931.
VBO_0017175 is Class.
VBO_0017175 SubClassOf VBO_0000931.
VBO_0017176 is Class.
VBO_0017176 SubClassOf VBO_0000931.
VBO_0017177 is Class.
VBO_0017177 SubClassOf VBO_0000931.
VBO_0017178 is Class.
VBO_0017178 SubClassOf VBO_0000931.
VBO_0017179 is Class.
VBO_0017179 SubClassOf VBO_0000931.
VBO_0017180 is Class.
VBO_0017180 SubClassOf VBO_0000931.
VBO_0017181 is Class.
VBO_0017181 SubClassOf VBO_0000931.
VBO_0017182 is Class.
VBO_0017182 SubClassOf VBO_0000931.
VBO_0017184 is Class.
VBO_0017184 SubClassOf VBO_0000931.
VBO_0017185 is Class.
VBO_0017185 SubClassOf VBO_0000931.
VBO_0017186 is Class.
VBO_0017186 SubClassOf VBO_0000931.
VBO_0017187 is Class.
VBO_0017187 SubClassOf VBO_0000931.
VBO_0017188 is Class.
VBO_0017188 SubClassOf VBO_0000931.
VBO_0017189 is Class.
VBO_0017189 SubClassOf VBO_0000931.
VBO_0017190 is Class.
VBO_0017190 SubClassOf VBO_0000931.
VBO_0017191 is Class.
VBO_0017191 SubClassOf VBO_0000931.
VBO_0017192 is Class.
VBO_0017192 SubClassOf VBO_0000931.
VBO_0017193 is Class.
VBO_0017193 SubClassOf VBO_0000931.
VBO_0017194 is Class.
VBO_0017194 SubClassOf VBO_0000931.
VBO_0017195 is Class.
VBO_0017195 SubClassOf VBO_0000931.
VBO_0017196 is Class.
VBO_0017196 SubClassOf VBO_0000931.
VBO_0017197 is Class.
VBO_0017197 SubClassOf VBO_0000931.
VBO_0017198 is Class.
VBO_0017198 SubClassOf VBO_0000931.
VBO_0017199 is Class.
VBO_0017199 SubClassOf VBO_0000931.
VBO_0017434 is Class.
VBO_0017434 SubClassOf VBO_0000931.
VBO_0017435 is Class.
VBO_0017435 SubClassOf VBO_0000931.
VBO_0017436 is Class.
VBO_0017436 SubClassOf VBO_0000931.
VBO_0017437 is Class.
VBO_0017437 SubClassOf VBO_0000931.
VBO_0017438 is Class.
VBO_0017438 SubClassOf VBO_0000931.
VBO_0017439 is Class.
VBO_0017439 SubClassOf VBO_0000931.
VBO_0017440 is Class.
VBO_0017440 SubClassOf VBO_0000931.
VBO_0017441 is Class.
VBO_0017441 SubClassOf VBO_0000931.
VBO_0017442 is Class.
VBO_0017442 SubClassOf VBO_0000931.
VBO_0017443 is Class.
VBO_0017443 SubClassOf VBO_0000931.
VBO_0017444 is Class.
VBO_0017444 SubClassOf VBO_0000931.
VBO_0017445 is Class.
VBO_0017445 SubClassOf VBO_0000931.
VBO_0017446 is Class.
VBO_0017446 SubClassOf VBO_0000931.
VBO_0017447 is Class.
VBO_0017447 SubClassOf VBO_0000931.
VBO_0017448 is Class.
VBO_0017448 SubClassOf VBO_0000931.
VBO_0017449 is Class.
VBO_0017449 SubClassOf VBO_0000931.
VBO_0017450 is Class.
VBO_0017450 SubClassOf VBO_0000931.
VBO_0017451 is Class.
VBO_0017451 SubClassOf VBO_0000931.
VBO_0017452 is Class.
VBO_0017452 SubClassOf VBO_0000931.
VBO_0017453 is Class.
VBO_0017453 SubClassOf VBO_0000931.
VBO_0017454 is Class.
VBO_0017454 SubClassOf VBO_0000931.
VBO_0017483 is Class.
VBO_0017483 SubClassOf VBO_0000931.
VBO_0017512 is Class.
VBO_0017512 SubClassOf VBO_0000931.
VBO_0200099 is Class.
VBO_0200936 is Class.
VBO_0300000 is Class.
VBO_0300001 is Class.
VBO_0300001 SubClassOf VBO_0300000.
VBO_0300002 is Class.
VBO_0300002 SubClassOf VBO_0300001.
VBO_0300003 is Class.
VBO_0300003 SubClassOf VBO_0300001.
VBO_0300004 is Class.
VBO_0300004 SubClassOf VBO_0300001.
VBO_0300009 is Class.
VBO_0300009 SubClassOf VBO_0300000,.
VBO_0300009 SubClassOf VBO_0300014.
VBO_0300010 is Class.
VBO_0300010 SubClassOf VBO_0300009.
VBO_0300011 is Class.
VBO_0300011 SubClassOf VBO_0300009.
VBO_0300012 is Class.
VBO_0300012 SubClassOf VBO_0300009.
VBO_0300013 is Class.
VBO_0300013 SubClassOf VBO_0300009.
VBO_0300014 is Class.
VBO_0300014 SubClassOf VBO_0300011.
VBO_0300016 is Class.
VBO_0300016 SubClassOf VBO_0300011.
VBO_0300018 is Class.
VBO_0300018 SubClassOf VBO_0300011.
VBO_0400000 is Class.
VBO_0400033 is Class.
www.w3.org/2002/07/# is Class.
