www.w3.org/2000/01/-schema# is AnnotationProperty.
XCO_0001264 SubClassOf XCO_0000435.
XCO_0001271 is Class.
XCO_0001271 SubClassOf XCO_0000561.
XCO_0001272 is Class.
XCO_0001272 SubClassOf XCO_0000135.
XCO_0001274 is Class.
XCO_0001274 SubClassOf XCO_0000523,.
XCO_0001274 SubClassOf XCO_0000536.
XCO_0001276 is Class.
XCO_0001276 SubClassOf XCO_0001231.
XCO_0001277 is Class.
XCO_0001277 SubClassOf XCO_0000271,.
XCO_0001277 SubClassOf XCO_0000505,.
XCO_0001277 SubClassOf XCO_0000523.
XCO_0001278 is Class.
XCO_0001278 SubClassOf XCO_0000163,.
XCO_0001278 SubClassOf XCO_0001277.
XCO_0001282 is Class.
XCO_0001282 SubClassOf XCO_0001129.
XCO_0001285 is Class.
XCO_0001285 SubClassOf XCO_0000435.
XCO_0001295 is Class.
XCO_0001295 SubClassOf XCO_0000435,.
XCO_0001295 SubClassOf XCO_0000482.
XCO_0001298 is Class.
XCO_0001298 SubClassOf XCO_0000435,.
XCO_0001298 SubClassOf XCO_0000482.
XCO_0001302 is Class.
XCO_0001302 SubClassOf XCO_0000120,.
XCO_0001302 SubClassOf XCO_0000407.
XCO_0001303 is Class.
XCO_0001303 SubClassOf XCO_0000140,.
XCO_0001303 SubClassOf XCO_0000505.
XCO_0001309 is Class.
XCO_0001309 SubClassOf XCO_0000229,.
XCO_0001309 SubClassOf XCO_0000505.
XCO_0001310 is Class.
XCO_0001310 SubClassOf XCO_0000163,.
XCO_0001310 SubClassOf XCO_0001309.
XCO_0001311 is Class.
XCO_0001311 SubClassOf XCO_0000970.
XCO_0001315 is Class.
XCO_0001315 SubClassOf XCO_0000106.
XCO_0001327 is Class.
XCO_0001327 SubClassOf XCO_0000435,.
XCO_0001327 SubClassOf XCO_0000523.
XCO_0001328 is Class.
XCO_0001328 SubClassOf XCO_0000271,.
XCO_0001328 SubClassOf XCO_0000407,.
XCO_0001328 SubClassOf XCO_0000505,.
XCO_0001328 SubClassOf XCO_0000850.
XCO_0001329 is Class.
XCO_0001329 SubClassOf XCO_0000106.
XCO_0001330 is Class.
XCO_0001330 SubClassOf XCO_0000135,.
XCO_0001330 SubClassOf XCO_0001329.
XCO_0001334 is Class.
XCO_0001334 SubClassOf XCO_0001330.
XCO_0001335 is Class.
XCO_0001335 SubClassOf XCO_0001330.
XCO_0001336 is Class.
XCO_0001336 SubClassOf XCO_0000435,.
XCO_0001336 SubClassOf XCO_0000483.
XCO_0001337 is Class.
XCO_0001337 SubClassOf XCO_0000163.
XCO_0001346 is Class.
XCO_0001346 SubClassOf XCO_0000542.
XCO_0001347 is Class.
XCO_0001347 SubClassOf XCO_0000695.
XCO_0001350 is Class.
XCO_0001350 SubClassOf XCO_0000140,.
XCO_0001350 SubClassOf XCO_0000160,.
XCO_0001350 SubClassOf XCO_0000271,.
XCO_0001350 SubClassOf XCO_0000435,.
XCO_0001350 SubClassOf XCO_0000482,.
XCO_0001350 SubClassOf XCO_0000505,.
XCO_0001350 SubClassOf XCO_0000680.
XCO_0001352 is Class.
XCO_0001352 SubClassOf XCO_0000163.
XCO_0001353 is Class.
XCO_0001353 SubClassOf XCO_0000163,.
XCO_0001353 SubClassOf XCO_0001189.
XCO_0001354 is Class.
XCO_0001354 SubClassOf XCO_0000572.
XCO_0001355 is Class.
XCO_0001355 SubClassOf XCO_0000163.
XCO_0001357 is Class.
XCO_0001357 SubClassOf XCO_0000163.
XCO_0001364 is Class.
XCO_0001364 SubClassOf XCO_0000271,.
XCO_0001364 SubClassOf XCO_0000435,.
XCO_0001364 SubClassOf XCO_0000561.
XCO_0001380 is Class.
XCO_0001380 SubClassOf XCO_0000523.
XCO_0001381 is Class.
XCO_0001381 SubClassOf XCO_0001380.
XCO_0001398 is Class.
XCO_0001398 SubClassOf XCO_0000271,.
XCO_0001398 SubClassOf XCO_0000483,.
XCO_0001398 SubClassOf XCO_0000850.
XCO_0001399 is Class.
XCO_0001399 SubClassOf XCO_0000106,.
XCO_0001399 SubClassOf XCO_0001196.
XCO_0001400 is Class.
XCO_0001400 SubClassOf XCO_0000106.
XCO_0001407 is Class.
XCO_0001407 SubClassOf XCO_0001090,.
XCO_0001407 SubClassOf RO_0002211 some XCO_0000253.
XCO_0001408 is Class.
XCO_0001408 SubClassOf XCO_0000163.
XCO_0001413 is Class.
XCO_0001413 SubClassOf XCO_0000536.
XCO_0001415 is Class.
XCO_0001415 SubClassOf XCO_0000917.
XCO_0001416 is Class.
XCO_0001416 SubClassOf XCO_0000917,.
XCO_0001416 SubClassOf XCO_0001119.
XCO_0001417 is Class.
XCO_0001417 SubClassOf XCO_0001113.
XCO_0001418 is Class.
XCO_0001418 SubClassOf XCO_0001113.
XCO_0001426 is Class.
XCO_0001426 SubClassOf XCO_0000511,.
XCO_0001426 SubClassOf XCO_0000561.
XCO_0001433 is Class.
XCO_0001433 SubClassOf XCO_0000120,.
XCO_0001433 SubClassOf XCO_0000407.
XCO_0001449 is Class.
XCO_0001449 SubClassOf XCO_0000259.
XCO_0001450 is Class.
XCO_0001450 SubClassOf XCO_0001449.
XCO_0001451 is Class.
XCO_0001451 SubClassOf XCO_0000358.
XCO_0001456 is Class.
XCO_0001456 SubClassOf XCO_0000135.
XCO_0001457 is Class.
XCO_0001457 SubClassOf XCO_0000336,.
XCO_0001457 SubClassOf XCO_0000863.
www.w3.org/2002/07/# is Class.
www.w3.org/2000/01/-schema# is Annotations.
